Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-0.859939992427826,-1.05510711669922,-1.07503414154053,-1.13215708732605,-1.12620854377747,-1.33465933799744,-1.10631906986237,-1.38151121139526,-1.20961427688599,-1.0645045042038,-0.947048008441925,-1.14209020137787,-1.19798719882965,-0.990929543972015,-1.24662971496582,-1.05508363246918,-0.893182992935181,-0.936142444610596,-0.919977068901062,-0.978714644908905,-1.08401024341583,-1.20352840423584,-1.05936896800995
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.06191730499268,-2.31805849075317,-2.03817391395569,-1.5761798620224,-1.0073858499527,-1.0631206035614,-0.885178327560425,-0.539453446865082,-0.666658759117126,-0.361787378787994,-0.34759184718132,-0.226182341575623,-0.369237810373306,-0.389322549104691,-0.39123347401619,-0.333232045173645,-0.500897765159607,-0.315898835659027,-0.380449026823044,-0.335691750049591,-0.358524978160858,-0.514614641666412,-0.710836231708527
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,1.05862772464752,1.55287110805511,1.53803372383118,1.50119686126709,1.52785265445709,1.53600037097931,1.51251101493835,1.49870872497559,1.52303469181061,1.53251993656158,0.948114812374115,1.00404345989227,1.32312893867493,0.832174897193909,0.824066340923309,0.810354948043823,0.971156001091003,0.976894974708557
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.788184821605682,1.18966603279114,1.10479998588562,1.08573806285858,1.11250960826874,0.868718087673187,1.37376165390015,1.55092763900757,1.47692024707794,1.53397953510284,1.16425490379333,1.249272108078,1.31534373760223,1.38945150375366,1.28740572929382,1.35569405555725,1.54516518115997,1.58549845218658
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.644922494888306,0.65214592218399,0.618822574615479,0.568053841590881,0.576517760753632,0.53997790813446,0.447335571050644,0.407718598842621,0.398915678262711,0.498143970966339,0.497778326272964,0.487507224082947,0.481147527694702,0.480951368808746,0.486867696046829,-0.0707140490412712,0.225600779056549,0.263139009475708,0.00769626582041383,-0.00998254306614399,-0.00765708275139332,-0.155457809567451,-0.142245307564735
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076897621155,0.728511989116669,0.713235020637512,0.792559921741486,0.865690112113953,1.08463561534882,0.830512523651123,0.799820721149445,0.802670180797577,0.81389182806015,0.721793532371521,0.904999375343323,0.957588255405426,0.975788056850433,0.958863377571106,0.984550714492798,1.00472450256348,0.878607213497162,0.748045027256012,0.840856850147247,0.953555166721344,0.94066995382309,0.955552101135254
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,0.165690049529076,0.328712493181229,-0.0280386935919523,-0.228479072451591,-0.0327457562088966,0.0173355247825384,-0.100426144897938,-0.0361093543469906,-0.0116778211668134,-0.124616414308548,-0.295640558004379,-0.111378528177738,-0.0714864432811737,-0.206465601921082,-0.253652781248093,-0.109243862330914,-0.0165390782058239,0.250169098377228,0.164413183927536,0.054248072206974,-0.0965068936347961,-0.224287480115891,-0.356661766767502
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.111376881599426,-0.134649589657784,0.0958238765597343,-0.776545405387878,-0.359838128089905,-0.610934913158417,-0.0417749434709549,0.00196776282973588,0.0977966338396072,-0.0877556875348091,-0.234854578971863,-0.0847978666424751,0.158993661403656,0.103040546178818,0.0653142631053925,-0.00512187136337161,0.014785380102694,0.204625502228737,0.169504255056381,0.0108913751319051,-0.0914442017674446,-0.0792135149240494,-0.106366641819477
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.380564451217651,-0.546766698360443,-0.546417593955994,-0.0457692667841911,-0.190817549824715,-0.108692862093449,-0.139261931180954,-0.261045575141907,-0.377753704786301,-0.17073829472065,-0.0199411083012819,-0.166394770145416,-0.108996279537678,-0.0269024036824703,0.0853265821933746,-0.251768827438354,-0.276716083288193,-0.275093078613281,-0.215339452028275,-0.141409367322922,-0.197479233145714,-0.274477034807205,-0.249556034803391
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.364998608827591,-0.662787318229675,-0.68286794424057,-0.255784124135971,0.236966237425804,-0.116337485611439,-0.0663353949785233,-0.261023759841919,0.150905832648277,-0.00685302773490548,0.227863356471062,0.071855328977108,-0.06386898458004,0.154794976115227,0.11038514226675,-0.297135800123215,-0.252332627773285,-0.662263810634613,-0.620771169662476,-0.444908142089844,-0.413424372673035,-0.760855317115784,-0.835592269897461
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,1.28098452091217,1.2872017621994,1.27947068214417,1.24610328674316,1.27042543888092,1.49645578861237,1.2462443113327,1.23621416091919,1.24728560447693,1.22114515304565,0.887694120407104,0.880507171154022,0.888866126537323,0.913862347602844,1.05176115036011,1.02402460575104,1.1213675737381,1.13221418857574
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.993218183517456,1.37641596794128,1.30346059799194,1.28656852245331,1.3163959980011,1.12155425548553,1.10084736347198,1.28573775291443,1.26388156414032,1.31222629547119,1.16456782817841,1.23092126846313,1.28419923782349,1.33503770828247,1.35655319690704,1.34979605674744,1.39027285575867,1.47433543205261
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.8005645275116,1.61811804771423,1.73217022418976,1.65919864177704,1.77249670028687,1.98447918891907,1.74568998813629,1.70751595497131,1.81828260421753,1.78415966033936,1.70176219940186,1.76319003105164,1.6899231672287,1.61283433437347,1.63268768787384,1.60130333900452,1.56022334098816,1.56198215484619,1.53046941757202,1.58852088451385,1.56487631797791,1.61007499694824,1.51292824745178
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.39611268043518,1.06650125980377,1.33396470546722,1.18941462039948,0.878117203712463,0.935463547706604,0.8917076587677,0.934466600418091,0.928874909877777,0.954700112342834,0.855120599269867,0.888859868049622,0.935710072517395,0.997997224330902,1.03107297420502,1.03219199180603,0.884979844093323,1.04795801639557,0.896060824394226,0.989603996276855,0.911745727062225,0.850844323635101,0.850988686084747
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.73164963722229,1.80350625514984,1.84726524353027,1.88022816181183,1.9296041727066,1.84331977367401,1.67905163764954,1.82699167728424,1.8628796339035,1.77105259895325,1.66253793239594,1.81232047080994,1.60267007350922,1.5598771572113,1.57174801826477,1.55354714393616,1.47787606716156,1.50463581085205,1.49953770637512,1.48801589012146,1.52114546298981,1.64590120315552,1.57000815868378
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.41046285629272,1.11060059070587,0.822056412696838,1.35895538330078,0.962002456188202,1.08964920043945,1.10395002365112,1.07445085048676,1.284419298172,1.33927059173584,1.19087398052216,1.15264821052551,1.19352161884308,1.34056687355042,1.36410057544708,1.27070045471191,1.14307928085327,0.90963876247406,1.04683256149292,0.902334034442902,0.91674792766571,0.912809431552887,0.914891123771667
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.916389584541321,-0.933607459068298,-0.951395213603973,-0.985208630561829,-0.929972350597382,-0.930401146411896,-0.738662242889404,-0.667855262756348,-0.800852239131927,-0.784415364265442,-0.661590874195099,-0.811674296855927,-0.770396113395691,-0.787990510463715,-0.444532543420792,-0.30541729927063,-0.21886844933033,-0.116176269948483,-0.129922404885292,-0.104204587638378,-0.0864946097135544,-0.116941824555397,0.247684523463249
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.828929543495178,-0.702288448810577,-0.829794764518738,-1.18536496162415,-0.948100388050079,-1.05981111526489,-1.12481939792633,-1.09268236160278,-0.62599641084671,-0.330349981784821,-0.277853518724442,-0.238546922802925,-0.532135963439941,-0.715751826763153,-0.412859916687012,-0.559909522533417,-0.729565560817719,-0.803879082202911,-0.747919917106628,-0.706759810447693,-0.685912430286407,-0.839061498641968,-0.853478372097015
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,1.37324202060699,1.26424825191498,1.23428380489349,1.25507593154907,1.22162806987762,1.20134437084198,1.20525670051575,1.16358292102814,1.10220849514008,1.14091324806213,1.00417971611023,1.07030260562897,0.974231779575348,0.982968807220459,0.867702424526215,0.725424528121948,0.709997713565826,0.715726613998413,0.573825657367706,0.533815801143646,0.481303781270981,0.445276260375977,0.461800664663315
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.07101774215698,1.08732557296753,1.2795318365097,0.955541908740997,0.826347827911377,0.890613675117493,0.93814343214035,0.810453712940216,0.730122447013855,0.774532914161682,0.859580457210541,0.993692219257355,1.10362148284912,1.18402600288391,1.13482463359833,0.956470131874084,0.907476484775543,0.975418746471405,0.98958545923233,0.862895131111145,0.816237688064575,0.84550529718399,0.87671947479248
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.776639640331268,0.566400229930878,0.551933765411377,0.507285356521606,0.426035732030869,0.527056634426117,0.391059279441834,0.386875808238983,0.402686685323715,0.379488408565521,0.476081341505051,0.451603800058365,0.51492440700531,0.544541776180267,0.584795832633972,0.561928749084473,0.55733323097229,0.325291305780411,0.191406816244125,0.175440326333046,0.294352799654007,0.42190483212471,0.717128276824951
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.307817906141281,-0.162360101938248,0.0562669634819031,0.290830373764038,0.483918994665146,0.313402563333511,0.0141627388074994,-0.365050613880157,-0.247773513197899,-0.237366229295731,-0.137239441275597,-0.493476390838623,-0.950841903686523,-1.12995493412018,-1.33541774749756,-0.907474875450134,-1.07354021072388,-0.793425679206848,-0.96156370639801,-0.850452601909637,-0.627359509468079,-0.617841720581055,-0.505110561847687
Bangladesh,BGD,Government Effectiveness: Estimate,GE.EST,-0.687850117683411,-0.490328997373581,-0.607652246952057,-0.726736128330231,-0.841530382633209,-0.937496602535248,-0.917243719100952,-0.836658835411072,-0.706297338008881,-0.73781830072403,-0.802224457263947,-0.752631783485413,-0.771310925483704,-0.80632072687149,-0.795478343963623,-0.773857712745667,-0.726373553276062,-0.675904393196106,-0.730936646461487,-0.739062011241913,-0.731802582740784,-0.755047261714935,-0.627411544322968
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.548815250396729,-0.37074676156044,-0.726261258125305,-1.03259038925171,-1.1155811548233,-1.36047637462616,-1.86383938789368,-1.50709736347198,-1.54307162761688,-1.50833129882813,-1.54677140712738,-1.42578947544098,-1.40473687648773,-1.37908899784088,-1.62785887718201,-0.895563185214996,-1.2120178937912,-1.26193678379059,-1.2560807466507,-0.99567836523056,-0.932975292205811,-0.922474503517151,-0.970162391662598
Barbados,BRB,Government Effectiveness: Estimate,GE.EST,1.41403770446777,1.40335631370544,1.38048672676086,1.36772322654724,1.34845733642578,1.18496096134186,1.29017126560211,1.44380593299866,1.32034039497375,1.5628160238266,1.48026943206787,1.40617549419403,1.46492099761963,1.45407426357269,1.35099792480469,1.1999454498291,1.02185571193695,1.07720279693604,0.838656902313232,0.421918600797653,0.626334428787231,0.482354998588562,0.538301587104797
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.05037176609039,1.08426582813263,1.15119981765747,1.09719908237457,0.918948590755463,1.09435272216797,1.11291885375977,0.91321188211441,1.04420638084412,1.06835830211639,1.04774069786072,1.06063663959503,1.24613010883331,1.18596565723419,1.26692914962769,1.2779198884964,1.13536131381989,0.976609885692596,0.966827690601349,0.913432478904724,1.04922747612,1.12841629981995,1.12222194671631
Belarus,BLR,Government Effectiveness: Estimate,GE.EST,-0.380564451217651,-0.546766698360443,-0.721570193767548,-1.04380238056183,-1.04641103744507,-1.20764088630676,-1.13368451595306,-1.20371270179749,-1.16043567657471,-1.16709685325623,-1.20906257629395,-1.18854749202728,-1.19168138504028,-0.967426657676697,-0.956366419792175,-0.480019152164459,-0.447351336479187,-0.472853124141693,-0.315424978733063,-0.255736440420151,-0.129739582538605,-0.798498213291168,-0.77081686258316
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0937392041087151,0.109475560486317,0.139502242207527,0.302805960178375,0.693029940128326,0.161766871809959,0.360231071710587,0.148469686508179,0.34100878238678,0.521403908729553,0.489347755908966,-0.0949900969862938,-0.0877690091729164,0.0686152204871178,0.00595916621387005,0.179782152175903,0.110016517341137,0.142281472682953,-0.0534833818674088,0.348057150840759,0.332389116287231,-0.895924508571625,-0.736605405807495
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,1.71154367923737,1.77015435695648,1.65919423103333,1.91511082649231,1.86796200275421,1.85385739803314,1.70602655410767,1.74277758598328,1.60173285007477,1.38065946102142,1.56725931167603,1.65400683879852,1.72326099872589,1.67085814476013,1.70239806175232,1.51817321777344,1.55638754367828,1.42739248275757,1.27178764343262,1.25618195533752,1.14229798316956,1.11614394187927,1.12509024143219
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.28849947452545,1.02412986755371,1.12981116771698,1.26080238819122,0.85823780298233,0.709136724472046,0.79377418756485,0.856375813484192,0.757325053215027,0.620571196079254,0.820824682712555,0.810646176338196,0.95453542470932,0.923599720001221,0.940082728862762,0.701269447803497,0.587094604969025,0.441367298364639,0.428185820579529,0.402350127696991,0.473777532577515,0.543469667434692,0.612554728984833
Belize,BLZ,Government Effectiveness: Estimate,GE.EST,0.388550758361816,0.401742517948151,0.364934474229813,0.301497399806976,0.319204598665237,0.206069439649582,0.14943253993988,-0.11185747385025,-0.233295649290085,-0.313745677471161,-0.306259095668793,-0.261475741863251,-0.248953148722649,-0.16534312069416,-0.14623935520649,-0.543264508247375,-0.607547760009766,-0.600371897220612,-0.637444734573364,-0.596393644809723,-0.600823760032654,-0.568718016147614,-0.488973140716553
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.559152126312256,0.596629977226257,0.184220716357231,0.417992562055588,0.486082047224045,0.401561915874481,0.104911744594574,0.0819770395755768,0.194921582937241,0.190071985125542,0.0284302048385143,0.0704276859760284,0.151908859610558,0.180257618427277,0.176189258694649,0.0485830754041672,0.0430975817143917,0.0606221370398998,0.0357257314026356,0.00317970826290548,0.0630388632416725,0.517693102359772,0.460716962814331
Benin,BEN,Government Effectiveness: Estimate,GE.EST,-0.380564451217651,-0.349467724561691,-0.396729677915573,-0.576151072978973,-0.568775832653046,-0.528148710727692,-0.65907609462738,-0.651569664478302,-0.549093544483185,-0.498357534408569,-0.598890066146851,-0.614182591438293,-0.551150143146515,-0.53087717294693,-0.511948347091675,-0.486698359251022,-0.651237785816193,-0.597261607646942,-0.672316074371338,-0.609943568706512,-0.466742843389511,-0.260536432266235,-0.206672295928001
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.05037176609039,0.742279052734375,0.799652576446533,0.82151585817337,0.679285824298859,0.265973478555679,0.449746280908585,0.547892570495605,0.386217623949051,0.376421362161636,0.40366667509079,0.261260122060776,0.318356364965439,0.364367604255676,0.301189363002777,0.027139762416482,-0.0135139580816031,-0.00202717096544802,0.0308955386281013,-0.141175642609596,-0.412667959928513,-0.425504684448242,-0.301340490579605
Bermuda,BMU,Government Effectiveness: Estimate,GE.EST,1.15766596794128,1.15295279026031,1.12659859657288,1.10116672515869,1.09114408493042,1.15745306015015,1.0215322971344,1.02090764045715,0.991009831428528,1.01299834251404,1.01688933372498,1.0000091791153,0.989928126335144,1.00199294090271,1.00969386100769,0.948114812374115,1.00404345989227,1.32312893867493,1.38182723522186,1.38009893894196,1.35569632053375,1.53446292877197,1.53646504878998
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076897621155,0.728511989116669,0.713235020637512,0.792559921741486,0.851720035076141,0.893765926361084,0.819073557853699,0.77465146780014,0.771330535411835,0.795972287654877,0.693532228469849,0.911838114261627,0.964122116565704,0.98025369644165,0.970303058624268,0.913897812366486,0.983049035072327,0.999670088291168,1.00191104412079,1.15247452259064,1.06507384777069,1.00745189189911,1.0061514377594
Bhutan,BTN,Government Effectiveness: Estimate,GE.EST,0.644922494888306,0.65214592218399,0.618822574615479,0.568053841590881,0.576517760753632,0.124785840511322,0.357050955295563,0.271551549434662,0.347575217485428,0.318026304244995,0.515526950359344,0.596895039081573,0.679861605167389,0.553633213043213,0.428137600421906,0.295157015323639,0.45215305685997,0.555250704288483,0.619420409202576,0.395572245121002,0.351603776216507,0.445312023162842,0.796326637268066
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.724004507064819,0.539632081985474,0.491936683654785,0.693675577640533,0.918948590755463,1.17205035686493,1.28448736667633,1.26451897621155,0.56852650642395,0.720669388771057,0.803496658802032,0.742221653461456,0.826495349407196,0.776309490203857,0.784624874591827,1.06803858280182,0.974714994430542,1.1232967376709,1.11712992191315,1.09390616416931,1.08209586143494,1.02367961406708,0.973133087158203
Bolivia,BOL,Government Effectiveness: Estimate,GE.EST,-0.17498953640461,-0.097585991024971,-0.309992283582687,-0.327785730361938,-0.38290086388588,-0.648214280605316,-0.699732720851898,-0.733223915100098,-0.574611723423004,-0.631037652492523,-0.607502222061157,-0.502368271350861,-0.471269518136978,-0.361267656087875,-0.379845023155212,-0.586189091205597,-0.651217341423035,-0.57604306936264,-0.370755553245544,-0.30380716919899,-0.774055242538452,-0.702078521251678,-0.731921494007111
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.134768322110176,-0.241092368960381,-0.23706117272377,-0.286515563726425,-0.83488517999649,-0.680570840835571,-0.971029877662659,-0.802562952041626,-0.852070689201355,-0.696565806865692,-0.506110489368439,-0.415407210588455,-0.417126506567001,-0.45806810259819,-0.32859343290329,-0.333112090826035,-0.268487215042114,-0.248866364359856,-0.278028756380081,-0.287118524312973,-0.730085670948029,-0.459805071353912,-0.318567305803299
Bosnia and Herzegovina,BIH,Government Effectiveness: Estimate,GE.EST,-1.19204592704773,-1.20836997032166,-1.05737936496735,-1.07195007801056,-0.888265490531921,-0.704951226711273,-0.766192018985748,-0.633571147918701,-0.860691368579865,-0.602844953536987,-0.71922093629837,-0.737868010997772,-0.733116924762726,-0.449273467063904,-0.427030026912689,-0.486775159835815,-0.589775621891022,-0.41333082318306,-0.484354197978973,-0.63862156867981,-0.669898688793182,-1.0434535741806,-1.04125106334686
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.594427824020386,-0.586415469646454,-0.52839332818985,-0.163837283849716,-0.405683517456055,0.0173193961381912,-0.500624358654022,-0.441336750984192,-0.631416618824005,-0.539653778076172,-0.665914297103882,-0.693730175495148,-0.819794893264771,-0.538148701190948,-0.404944121837616,-0.0191790424287319,-0.402437001466751,-0.397838830947876,-0.348237305879593,-0.395599693059921,-0.418754309415817,-0.443297356367111,-0.380582392215729
Botswana,BWA,Government Effectiveness: Estimate,GE.EST,0.556376993656158,0.430778682231903,0.420466750860214,0.536757171154022,0.619905114173889,0.598901510238647,0.581885039806366,0.418984919786453,0.533447444438934,0.517145454883575,0.41456863284111,0.386874496936798,0.410438477993011,0.421417683362961,0.377902537584305,0.295623540878296,0.479426294565201,0.528043210506439,0.39582833647728,0.280855685472488,0.400045096874237,0.199554353952408,0.354068398475647
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.01524519920349,0.955491304397583,1.07435250282288,0.87326443195343,1.10493755340576,0.916688740253448,1.06357252597809,1.01710987091064,1.05613911151886,1.03310561180115,0.953861236572266,0.991209805011749,1.06444656848907,1.10404145717621,1.10234701633453,1.01184713840485,1.04209184646606,0.99456000328064,1.02250838279724,0.970987856388092,1.11105513572693,1.02614223957062,0.978377819061279
Brazil,BRA,Government Effectiveness: Estimate,GE.EST,-0.143133714795113,-0.201571121811867,0.0430850870907307,-0.0346153452992439,0.0795872732996941,-0.0974992364645004,-0.161735713481903,-0.398304134607315,-0.29958975315094,-0.157496109604836,-0.158917337656021,-0.0942155122756958,-0.160819366574287,-0.169213905930519,-0.126656055450439,-0.181397631764412,-0.232308551669121,-0.221285507082939,-0.292603075504303,-0.498852431774139,-0.206858992576599,-0.4376100897789,-0.46029195189476
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.220460131764412,-0.339505791664124,0.18410162627697,0.327800273895264,0.00421393429860473,-0.275992810726166,-0.263379752635956,-0.294911116361618,-0.3579480946064,-0.313424706459045,0.163664221763611,0.0134759107604623,-0.132575422525406,0.0459616407752037,-0.258553296327591,-0.070290133357048,-0.33145809173584,-0.377205431461334,-0.473864614963531,-0.440423458814621,-0.713788211345673,-0.431489855051041,-0.485006988048553
Brunei Darussalam,BRN,Government Effectiveness: Estimate,GE.EST,0.927289664745331,0.892576634883881,0.866731762886047,0.845220685005188,0.688276529312134,0.224801152944565,0.594444632530212,0.866074919700623,0.917741775512695,0.880291998386383,0.913711667060852,0.896480977535248,0.89118880033493,0.837379038333893,0.864929258823395,1.08187341690063,1.05656659603119,1.07920169830322,1.14002871513367,1.24559855461121,1.31180918216705,1.42967927455902,1.45483326911926
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.23704397678375,1.11163866519928,1.30202329158783,1.15553212165833,1.14442586898804,1.36943471431732,1.21265983581543,1.12335515022278,1.10710692405701,1.12561905384064,1.38712668418884,1.27754700183868,1.08519375324249,0.909327208995819,1.07402229309082,1.26150703430176,1.24266231060028,1.15417206287384,1.16030538082123,1.24135971069336,1.10879898071289,1.18235063552856,1.16864395141602
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,-0.0425848290324211,-0.0834641233086586,0.0379754789173603,0.173596397042274,0.0305347591638565,0.075740858912468,0.131950035691261,-0.136293441057205,-0.126671835780144,-0.180583730340004,0.0687544345855713,-0.0697367191314697,-0.0756210312247276,-0.031450092792511,-0.0155216613784432,-0.113804370164871,0.0163866877555847,0.120276361703873,0.128312349319458,0.140734523534775,0.20231106877327,-0.182731494307518,-0.139183074235916
